대분류,훈련과정명,1,2,3,4,5,6,7,8,9,10
게임,"(언리얼엔진)3D게임 클라이언트 개발자 양성과정[VR, PC 등]",심화,기본,기본,기본,심화,기본,심화,기본,기본,심화
게임,(기업연계)VR을 활용한 메타버스 3D 가상콘텐츠 제작자 양성,기본,없음,없음,없음,심화,없음,심화,기본,없음,심화
게임,"(기업연계 프로젝트형)메타버스 크리에이터(C#, Unity3D)양성과정",심화,기본,기본,기본,심화,기본,심화,기본,기본,심화
게임,(기업연계형) AI와 유니티엔진을 활용한 게임제작 부트캠프,심화,기본,기본,기본,심화,심화,기본,기본,기본,심화
게임,기업주도형 유니티를 활용한 게임개발자(VR) 양성과정,심화,기본,기본,기본,심화,기본,심화,기본,기본,심화
게임,"3D엔진 활용 메타버스 게임 개발자(기획,디자인,개발) 양성",기본,기본,기본,기본,심화,기본,심화,기본,기본,심화
게임,XR 기술을 활용한 게임 개발자 부트캠프,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화
게임,[네오위즈] Advanced K-Game Academy,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화
게임,생성형 AI를 활용한 게임 기획자 부트캠프,기본,없음,없음,없음,심화,없음,심화,기본,없음,심화
게임,카티아 로보틱스 설계와 유니티 스마트팩토리 가상구현,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화
게임,"(기업연계프로젝트형)메타버스 콘텐츠(Unity기반 실감형, VR/AR/XR)제작자 양성",기본,없음,없음,없음,심화,없음,심화,기본,없음,심화
게임,언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화
게임,[K-디지털]XR기반 게임콘텐츠개발자양성(Unity활용),심화,기본,기본,기본,심화,기본,심화,기본,기본,심화
게임,XR기반 실감콘텐츠 개발자 양성과정,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화
게임,엘리스 유니티(Unity) 엔지니어 트랙,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화
게임,AI를 활용한 유니티 기반 실감형콘텐츠(디지털트윈) 개발자 양성과정,심화,기본,기본,기본,심화,심화,기본,기본,기본,심화
게임,[K-디지털]언리얼엔진을 활용한 실감형 가상현실콘텐츠개발,심화,기본,기본,기본,심화,기본,기본,기본,기본,심화
게임,"블렌더활용 VR 실감형콘텐츠(그래픽, 영상)",기본,없음,없음,없음,심화,없음,심화,기본,없음,심화
게임,프로그래밍 기반 얼라인 프로젝트,심화,기본,기본,기본,기본,기본,기본,기본,기본,심화
게임,융합_[NS홈쇼핑] 디지털 콘텐츠 버추얼 프로덕션 전문가 과정(아티스트),기본,없음,없음,없음,심화,없음,심화,기본,없음,심화
게임,(포텐업) 알고리즘을 활용한 네트워크 RPG 게임제작,기본,기본,기본,기본,기본,기본,기본,기본,심화,심화
